,butyl_acryl Cumulative Hazard Index PAC1
BLOCK 1030,1.4791347549391423e-05
BLOCK 1033,7.328721433126021e-06
BLOCK 1035,5.369064511056451e-06
BLOCK 1037,5.355020980158005e-06
BLOCK 1038,6.945135954981979e-06
BLOCK 2009,1.4824383865830865e-05
BLOCK 2013,6.981620263092308e-05
BLOCK 2008,1.4933588252734964e-05
BLOCK 1009,4.8380746634175196e-05
BLOCK 1016,4.812134769622623e-05
BLOCK 1020,1.5252938746295134e-05
BLOCK 1026,1.4928607589416005e-05
BLOCK 1027,8.826238563731132e-06
BLOCK 1028,1.9205122929373525e-05
BLOCK 1029,3.245969536639188e-05
BLOCK 1039,9.015553090942486e-06
BLOCK 1040,1.3931760884472662e-05
BLOCK 1052,2.6902162167486556e-05
BLOCK 1054,3.457522504061324e-05
BLOCK 2025,6.64725019742924e-06
BLOCK 2028,3.038857244621286e-05
BLOCK 2029,3.18793055014775e-05
BLOCK 1005,2.8922524240570888e-05
BLOCK 1006,6.651736542455924e-05
BLOCK 1007,5.762668800424612e-05
BLOCK 1008,6.935810482878982e-05
BLOCK 1011,2.4727331785873595e-05
BLOCK 1024,1.5111006396393316e-05
BLOCK 1025,1.643560408905258e-05
BLOCK 3010,0.00015968632167274863
BLOCK 3011,0.00015252273131551196
BLOCK 3012,8.911808719550319e-05
BLOCK 3013,3.6959130207623434e-05
BLOCK 3014,3.719654415046904e-05
BLOCK 3015,1.0138014509446204e-05
BLOCK 3017,1.431212706141638e-05
BLOCK 3025,2.9465401480475543e-05
BLOCK 3026,7.441098927522327e-06
BLOCK 3027,2.9643961651616574e-05
BLOCK 3028,0.00017166622236795544
BLOCK 3030,9.783009193868849e-06
BLOCK 3031,1.788107122495238e-05
BLOCK 4047,3.710278142977202e-05
BLOCK 4057,3.775309363491086e-05
BLOCK 4000,3.851740860306215e-13
BLOCK 4001,3.927941275222759e-05
BLOCK 1000,1.0761135644802769e-05
BLOCK 1001,1.055874450812228e-05
BLOCK 1002,1.399098996511616e-05
BLOCK 1003,1.818623483402357e-05
BLOCK 1004,3.7320287854088495e-05
BLOCK 1010,5.9831241634861436e-05
BLOCK 1017,2.5302254773084004e-05
BLOCK 1018,1.7338724422019376e-05
BLOCK 1019,1.4980144894912597e-05
BLOCK 2000,2.3247921023382235e-05
BLOCK 2001,2.941398396901662e-05
BLOCK 2002,3.102885198430519e-05
BLOCK 2003,2.8934435777021277e-05
BLOCK 2004,1.4465797481634282e-05
BLOCK 2005,9.781798800491378e-06
BLOCK 2006,9.210932505486777e-06
BLOCK 2007,9.742339287954307e-06
BLOCK 2010,1.2475711691737817e-05
BLOCK 2011,2.9653778814291103e-05
BLOCK 2012,5.147926588595356e-05
BLOCK 2026,1.0776429255307189e-05
BLOCK 2027,1.2563209319716431e-05
BLOCK 2051,3.566545854008175e-05
BLOCK 2054,3.617087988380879e-05
BLOCK 2055,7.145205149427116e-05
BLOCK 2056,6.867420033045596e-05
BLOCK 5030,3.645149021652183e-15
BLOCK 5031,5.8340290767458166e-12
BLOCK 1012,4.682415081541289e-05
BLOCK 1013,0.0001665186259447116
BLOCK 1014,2.7386767787624028e-05
BLOCK 1015,5.014849657935434e-05
BLOCK 1021,1.3634031117540894e-05
BLOCK 1022,1.3547607991028334e-05
BLOCK 1023,1.2586022131548335e-05
BLOCK 1031,1.1212622075130845e-05
BLOCK 1032,1.0752924370021719e-05
BLOCK 1034,1.9839284372143693e-05
BLOCK 1036,6.0082088417541665e-06
BLOCK 1048,1.9191940372842685e-05
BLOCK 1049,1.7256680989875613e-05
BLOCK 1050,1.179846062549189e-05
BLOCK 1051,3.554299397162448e-05
BLOCK 1053,3.214093581697083e-05
BLOCK 1055,2.716510300639375e-15
BLOCK 1056,8.724826745675426e-18
BLOCK 1057,8.69191158711703e-18
BLOCK 1058,3.404334714754912e-05
BLOCK 1059,5.258574482640716e-06
BLOCK 1060,5.792763894470932e-05
BLOCK 1061,7.164887463964287e-05
BLOCK 1062,0.0001216451207915529
BLOCK 1063,4.6987426083338495e-05
BLOCK 1064,4.293592079777207e-05
BLOCK 1065,2.263887553548287e-05
BLOCK 1066,6.780162905141996e-05
BLOCK 1067,1.6352805327019455e-05
BLOCK 3039,9.26363991535665e-05
BLOCK 3040,6.53991373452829e-05
BLOCK 3041,5.899141117903202e-05
BLOCK 3042,7.349080735916118e-05
BLOCK 3043,8.731784258062339e-05
BLOCK 3044,5.363354946755713e-05
BLOCK 3045,7.526468405861917e-05
BLOCK 3046,7.841865566829403e-05
BLOCK 3047,4.7732400364989205e-05
BLOCK 3048,5.837057970277938e-05
BLOCK 3049,0.00013196821491714652
BLOCK 3050,5.876556456130917e-05
BLOCK 2059,7.957590691632376e-05
BLOCK 2060,0.0001162649895611452
BLOCK 2061,3.959191268470788e-05
BLOCK 2064,9.972968557442284e-05
BLOCK 2014,6.15492462235357e-05
BLOCK 2015,7.402875235828398e-05
BLOCK 2016,2.8591971538255676e-05
BLOCK 2017,3.379956117574757e-05
BLOCK 2018,8.638015255721569e-05
BLOCK 2019,0.0001864960801515487
BLOCK 2020,0.0003528458136226069
BLOCK 2021,6.0539405102749385e-05
BLOCK 2022,0.0002544996668148198
BLOCK 2023,1.0315325970459798e-05
BLOCK 2024,4.602891787552135e-06
BLOCK 3001,3.3745602965219796e-05
BLOCK 3002,3.592888383090602e-05
BLOCK 3003,4.309452486825212e-05
BLOCK 3004,0.00012078446632032578
BLOCK 3005,6.983359170354603e-05
BLOCK 3006,7.910757258001351e-05
BLOCK 3007,9.049623392925556e-05
BLOCK 3008,0.00016057784140216877
BLOCK 3009,0.00016733795475751292
BLOCK 3018,1.2507265576459413e-05
BLOCK 3019,2.3969995811395133e-05
BLOCK 3020,5.782022292856177e-06
BLOCK 3021,4.987190630310783e-06
BLOCK 3022,4.687662514296024e-06
BLOCK 3023,5.276020633860701e-06
BLOCK 3024,1.8285656884003926e-05
BLOCK 3029,1.0942631258856097e-05
BLOCK 2030,4.9353993369065145e-06
BLOCK 3000,1.980497847235347e-05
BLOCK 3016,1.988529486308628e-05
BLOCK 3032,1.8806698892548495e-05
BLOCK 3033,0.00010055845817679102
BLOCK 3034,1.8532290010323415e-05
BLOCK 3035,3.436723385053919e-05
BLOCK 3036,7.4820018552138845e-06
BLOCK 3037,9.747299217750268e-06
BLOCK 3038,7.529716071747472e-05
BLOCK 4002,1.0402436845327723e-05
BLOCK 4003,1.01732607693158e-05
BLOCK 4004,1.6361666179049755e-05
BLOCK 4005,2.5231363950038075e-13
BLOCK 4006,1.182958021243279e-17
BLOCK 4007,4.342212460808892e-16
BLOCK 4008,2.432838720428238e-06
BLOCK 4009,2.684466048282204e-06
BLOCK 4010,2.66497351668805e-06
BLOCK 4011,4.500618321238429e-06
BLOCK 4012,2.9274323587780027e-06
BLOCK 4013,6.233030801944895e-06
BLOCK 4014,3.1522424116080132e-06
BLOCK 4015,2.915675255216305e-06
BLOCK 4016,4.931455798629407e-07
BLOCK 4017,3.0908690356350265e-06
BLOCK 4018,4.83430657164285e-11
BLOCK 4019,1.1782592354825653e-05
BLOCK 4020,3.1926354446266354e-06
BLOCK 4021,1.0757535408537298e-05
BLOCK 4022,2.0451533342629312e-05
BLOCK 4023,1.8335026604495513e-05
BLOCK 4024,1.8465284382507892e-05
BLOCK 4025,1.737861749288953e-05
BLOCK 4026,2.1575817788169024e-05
BLOCK 4027,2.419536460456188e-05
BLOCK 4028,2.4252234080366213e-05
BLOCK 4029,2.4673070678891063e-05
BLOCK 4030,2.1328816111713815e-05
BLOCK 4031,3.111123353962616e-05
BLOCK 4032,2.2448976325163804e-05
BLOCK 4033,3.407982031777967e-05
BLOCK 5000,3.562261666840286e-06
BLOCK 5001,3.466368918762796e-06
BLOCK 5002,3.664749767877704e-06
BLOCK 5003,3.822837370559405e-06
BLOCK 5004,3.641499334485249e-06
BLOCK 5005,9.11669685333073e-07
BLOCK 5006,1.1550522351140189e-07
BLOCK 5007,1.1978592211710569e-07
BLOCK 5008,9.879770943362609e-08
BLOCK 5009,4.5904133934462654e-08
BLOCK 5010,2.2593384539938415e-08
BLOCK 5011,1.1919504573463174e-08
BLOCK 5012,9.845123623802798e-09
BLOCK 5013,4.4996298269970155e-09
BLOCK 5014,1.7692246139330474e-08
BLOCK 5015,9.069897602733937e-08
BLOCK 5016,1.3933368983182931e-09
BLOCK 5017,5.355203982138427e-08
BLOCK 5018,1.1869563963563918e-07
BLOCK 5019,4.8969932084351444e-08
BLOCK 5020,1.2138833776690894e-11
BLOCK 5021,3.783816540465923e-12
BLOCK 5022,1.5276063846661753e-13
BLOCK 5023,7.372560356041793e-12
BLOCK 5024,1.0866023028322346e-09
BLOCK 5025,8.915777392076893e-08
BLOCK 5026,3.949395895766632e-10
BLOCK 5027,2.2605394127035325e-06
BLOCK 5028,2.6160265158399984e-05
BLOCK 5029,7.165887488954231e-08
BLOCK 5032,1.9053784445769872e-15
BLOCK 5033,1.0709200786276003e-14
BLOCK 5034,5.955219893991211e-07
BLOCK 5035,9.19272532948115e-08
BLOCK 2063,4.061897056881519e-05
BLOCK 4034,2.6263103996846002e-05
BLOCK 4035,2.2035913324150912e-05
BLOCK 4036,2.2869402404393675e-05
BLOCK 4037,2.000257960112138e-05
BLOCK 4038,1.1863813311010072e-05
BLOCK 4039,9.084657117024615e-06
BLOCK 4040,6.9366217393075636e-06
BLOCK 4041,2.3730891414023195e-05
BLOCK 4042,1.5244684586179733e-05
BLOCK 4043,2.5349995125291985e-05
BLOCK 4044,3.261930535200078e-05
BLOCK 4045,3.823341599745626e-05
BLOCK 4046,3.474791744385202e-05
BLOCK 4048,3.177903697854984e-05
BLOCK 4049,3.4655472851102064e-05
BLOCK 4050,3.238963712615964e-05
BLOCK 4051,4.371415789459549e-05
BLOCK 4052,4.039043938093772e-05
BLOCK 4053,3.901743394893551e-05
BLOCK 4054,3.672152697355359e-05
BLOCK 4055,3.676851483223537e-05
BLOCK 4056,3.75940258594831e-05
BLOCK 4058,3.976543673048233e-05
BLOCK 4059,3.91329155068846e-05
BLOCK 4061,2.8027078096241057e-05
BLOCK 4062,3.011301625994964e-05
BLOCK 2035,7.833131894143571e-05
BLOCK 2037,9.151918977096026e-05
BLOCK 2038,0.00011107938182166791
BLOCK 2040,3.2345309963321994e-05
BLOCK 2041,5.278635207875225e-05
BLOCK 2042,4.6032672028904736e-05
BLOCK 2043,3.792842979810445e-05
BLOCK 2044,3.7215739378923005e-05
BLOCK 1045,1.4458389762123061e-05
BLOCK 1047,5.913427885106153e-06
BLOCK 1041,1.2348968383504725e-05
BLOCK 1042,9.087570593944235e-06
BLOCK 1043,1.5866334172933686e-05
BLOCK 1044,2.0152644093315503e-05
BLOCK 1046,2.2081212321844193e-05
BLOCK 2033,7.335803225269362e-05
BLOCK 2045,3.22545818988476e-05
BLOCK 2046,2.998076231053479e-05
BLOCK 2047,3.2696982441195345e-05
BLOCK 2048,3.487598197797471e-05
BLOCK 2049,3.340558464301343e-05
BLOCK 2050,3.1966533562405005e-05
BLOCK 2052,3.95628859684274e-05
BLOCK 2062,2.8014583762782952e-05
BLOCK 2031,3.265214289297968e-05
BLOCK 2032,3.114011886998589e-05
BLOCK 2034,6.661786793851934e-05
BLOCK 2036,0.00011881779044704306
BLOCK 2039,5.340450159224295e-05
BLOCK 2053,3.6882231333458415e-05
BLOCK 2057,4.714234608687499e-06
BLOCK 2058,1.828288739262617e-05
BLOCK 2065,7.497762079770747e-05
BLOCK 2066,6.765312142979334e-05
BLOCK 2067,5.4254736122961726e-05
BLOCK 4063,3.25893700026738e-05
BLOCK 4064,3.773738212781344e-05
BLOCK 4065,6.851623964381165e-06
